,Unnamed: 0,CITYHCR,HCTMULT,NAMEHCR,RSSDHCR,STALPHCR
323,10988,KENMARE,MULT,JORGENSON HOLDING COMPANY,1122057,ND
324,10998,CONWAY,ONE,CNB CORPORATION,1134108,SC
325,11014,HOLLY HILL,ONE,FNB CORPORATION,1143230,SC
326,11022,ATLANTA,ONE,"SOUTHCREST FINANCIAL GROUP, INC.",2497202,GA
327,11033,AUGUSTA,ONE,"QUEENSBOROUGH COMPANY, THE",1130904,GA
328,11057,MONTICELLO,ONE,"MONTICELLO BANCSHARES, INC.",2412139,GA
329,11058,MOULTRIE,ONE,SOUTHWEST GEORGIA FINANCIAL CORPORATION,1081538,GA
330,11069,WAYNESBORO,ONE,FIRST BURKE BANKING COMPANY,1137752,GA
331,11072,GLASGOW,ONE,"FIRST COMMUNITY BANCORP, INC.",2252009,MT
332,11081,WHITE SULPHUR SPRINGS,ONE,COUNTRICORP,1134470,MT
333,11088,BUFFALO,ONE,"FIRST NATIONAL BUFFALO BANKSHARES, INC.",1057243,WY
334,11091,BRIDGER,ONE,"BRIDGER COMPANY, THE",1122310,MT
335,11101,RAWLINS,ONE,CARBON COUNTY HOLDING COMPANY,2043346,WY
336,11106,ROCK SPRINGS,ONE,RSNB BANCORP,2718167,WY
337,11108,OMAHA,MULT,"PINNACLE BANCORP, INC.",1053272,NE
338,11123,ARTESIA,ONE,"FIRST ARTESIA BANCSHARES, INC.",1108967,NM
339,11142,CARLSBAD,ONE,"CARLSBAD BANCORPORATION, INC.",1131527,NM
340,11145,PORTALES,ONE,"JAMES POLK STONE COMMUNITY BANCSHARES, INC.",1104978,NM
341,11153,ROSWELL,ONE,NEW MEXICO NATIONAL FINANCIAL INCORPORATED,2013947,NM
342,11166,LORDSBURG,ONE,LORDSBURG FINANCIAL CORPORATION,1417454,NM
343,11606,ELY,ONE,FNBELY BANCORPORATION,5192393,NV
344,11607,CORTLAND,ONE,CORTLAND BANCORP,1130931,OH
345,11621,ZANESVILLE,ONE,"NORTH VALLEY BANCSHARES, INC.",3264193,OH
346,11627,GENOA,ONE,"GENBANC, INC.",1071388,OH
347,11635,POWELL,ONE,BUCKEYE STATE BANCSHARES INC,5314748,OH
348,11637,SOMERSET,ONE,"COMMODORE FINANCIAL NETWORK, INC.",3316403,OH
349,11642,MAGNOLIA,ONE,"MAGNOLIA BANCORP, INC.",2402813,OH
350,11646,FORT COBB,ONE,"FORT COBB BANCSHARES, INC.",1061932,OK
351,11648,MUSKOGEE,MULT,"IRONHORSE FINANCIAL GROUP, INC.",3488485,OK
352,11669,WYANDOTTE,ONE,"UNITED CAPITAL BANCSHARES, INC.",1063105,OK
353,11670,WATONGA,ONE,"WATONGA BANCSHARES, INC.",1059443,OK
354,11675,BROKEN ARROW,ONE,"ARKANSAS VALLEY BANCSHARES, INC.",1057980,OK
355,11679,HULBERT,ONE,"GRANDVIEW BANKSHARES, INC.",2355870,OK
356,11682,LINDSAY,MULT,"GRIFFITH FAMILY FINANCIAL HOLDINGS, L.L.C.",2816858,OK
357,11685,JIM THORPE,ONE,MAUCH CHUNK TRUST FINANCIAL CORP.,3045011,PA
358,11693,MANCHESTER,MULT,FCB CORPORATION,1085488,TN
359,11698,GLEASON,ONE,"BANCSHARES OF GLEASON, INC.",1098808,TN
360,11700,HUNTINGDON,ONE,"CARROLL FINANCIAL SERVICES, INC.",1848825,TN
361,11715,WINDSOR,ONE,"FARMERS BANKSHARES, INC.",4553960,VA
362,11722,BRUCETON MILLS,ONE,"STATE BANCORP, INC.",1076150,WV
363,11735,CLAY,ONE,FIRST CLAY COUNTY BANC CORPORATION,1427211,WV
364,11737,IAEGER,ONE,"PIONEER COMMUNITY GROUP, INC.",2356514,WV
365,11742,WEST UNION,ONE,"TRI-COUNTY BANCORP, INC.",3068289,WV
366,11747,ELKINS,ONE,DAVIS TRUST FINANCIAL CORPORATION,2878294,WV
367,11749,BRODHEAD,ONE,"BRODHEAD BANCSHARES, INC.",5371853,WI
368,11750,CADOTT,ONE,"CITIZENS BANCORP, INC.",3559862,WI
369,11754,CHIPPEWA FALLS,ONE,"NW BANCSHARES, INC.",1246542,WI
370,11761,FORT ATKINSON,ONE,CITIZENS FINANCIAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,1247727,WI
371,11765,MC FARLAND,ONE,"NORTHERN BANKSHARES, INC.",1204748,WI
372,11770,DEERFIELD,ONE,DEERFIELD FINANCIAL CORPORATION,1416738,WI
373,11772,NEKOOSA,ONE,"NEKOOSA PORT EDWARDS BANCORPORATION, INC.",1204074,WI
374,11775,SALISBURY,ONE,"IRON BANCSHARES, INC.",2606693,CT
375,11779,BOSTON,MULT,"BROOKLINE BANCORP, INC.",2631510,MA
376,11785,MARBLEHEAD,ONE,GRAND BANK CORPORATION,1115406,MA
377,11788,BROOKSVILLE,ONE,"FNB BANCSHARES, INC.",2262503,KY
378,11790,LONDON,ONE,CUMBERLAND VALLEY FINANCIAL CORPORATION,1071463,KY
379,11804,GRAYSON,ONE,"FIRST GRAYSON BANCORP, INC.",1823747,KY
380,11812,JACKSON,ONE,"FIRST NATIONAL HOLDING COMPANY OF JACKSON, THE",1132168,KY
381,11814,STANFORD,ONE,"FIRST SOUTHERN BANCORP, INC.",1247987,KY
382,11829,LONDON,ONE,FIRST NATIONAL LONDON BANKSHARES CORPORATION,1071409,KY
383,11833,MANCHESTER,ONE,FIRST NATIONAL FINANCIAL CORPORATION,1427220,KY
384,11837,MIDDLESBORO,ONE,"FIRST STATE BANCSHARES, INC.",1070998,KY
385,11847,MOUNT STERLING,ONE,"TRADITIONAL BANCORPORATION, INC.",1070420,KY
386,11863,PAINTSVILLE,ONE,CITIZENS NATIONAL CORPORATION,1071623,KY
387,11875,PIKEVILLE,MULT,"COMMUNITY TRUST BANCORP, INC.",1070644,KY
388,11954,SALYERSVILLE,ONE,"SNB BANCORP, INC.",2896207,KY
389,11956,SOMERSET,ONE,"CITIZENS BANCSHARES, INC.",1070484,KY
390,11966,BUFFALO,ONE,"BUFFALO BANCSHARES, INC.",1096297,KY
391,11968,CARROLLTON,ONE,"PORT WILLIAM BANCSHARES, INC.",2744849,KY
392,11971,ALBANY,ONE,"ALBANY BANCORP, INC.",2022444,KY
393,11983,DANVILLE,ONE,"BOYLE BANCORP, INC.",1119244,KY
394,11997,HODGENVILLE,ONE,"HAMBAC, INC.",1118911,KY
395,12002,LEBANON,ONE,"CNB OF LEBANON BANCORP, INC.",1098639,KY
396,12003,LEBANON,ONE,"LEBANON BANCSHARES, INC.",1098451,KY
397,12005,MAYFIELD,ONE,JACKSON FINANCIAL CORPORATION,1119347,KY
398,12013,PRINCETON,ONE,"UNITED BANCORP OF PRINCETON, INC.",1098554,KY
399,12016,RUSSELL SPRINGS,MULT,"FIRST BANCORP, INC.",1099140,KY
400,12019,SCOTTSVILLE,ONE,FNB FINANCIAL CORP.,1248144,KY
401,12024,DOTHAN,ONE,MIDSOUTH BANCORPORATION,1136689,AL
402,12034,ATMORE,ONE,"FIRST SUNCOAST TRUST BANCSHARES, INC.",1141302,AL
403,12038,BOAZ,ONE,FIRST BOAZ BANCORPORATION,1082889,AL
404,12039,BRUNDIDGE,ONE,"FIRST BRUNDIDGE BANCSHARES, INC.",1245684,AL
405,12041,CAMDEN,ONE,"FIRST CAMDEN BANCSHARES, INC.",1836475,AL
406,12044,DOZIER,ONE,"FIRST DOZIER BANCSHARES, INC.",3013793,AL
407,12045,HARTFORD,ONE,"FIRST HARTFORD BANCSHARES, INC.",1084052,AL
408,12048,HEADLAND,ONE,"HNB HOLDING COMPANY, INC.",2081834,AL
409,12051,SCOTTSBORO,ONE,"FNS BANCSHARES, INC.",1137828,AL
410,12067,SLOCOMB,ONE,"SNB HOLDINGS, INC.",2848653,AL
411,12072,STEVENSON,ONE,"FIRST BANCSHARES OF STEVENSON, INC.",1869987,AL
412,12080,TALLADEGA,ONE,"FIRSTBANC OF ALABAMA, INC.",1135356,AL
413,12087,UNION SPRINGS,ONE,"USAL BANCORP, INC.",2685577,AL
414,12091,BUHL,ONE,"FARMERS BANCORPORATION, INC.",2142306,ID
415,12097,SPOKANE VALLEY,ONE,STATE BANCORP NORTHWEST,3658729,WA
416,12100,WALLA WALLA,ONE,BAKER BOYER BANCORP,1141870,WA
417,12108,FLAGLER,ONE,"HIGH PLAINS BANKING GROUP, INC.",1062760,CO
418,12112,FLEMING,ONE,"FLEMING COMMUNITY AGENCY, INC.",2561167,CO
419,12113,FLORENCE,ONE,FIRST FLO CORPORATION,1067233,CO
420,12115,HUGO,ONE,FIRST LIBERTY CAPITAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,1998702,CO
421,12118,SIDNEY,MULT,"FIRST NEBRASKA BANCS, INC.",1051081,NE
422,12125,LAS ANIMAS,ONE,"FIRST BANKSHARES OF LAS ANIMAS, INC.",1064027,CO
423,12131,PAONIA,ONE,FIRST COLORADO FINANCIAL CORP.,3556375,CO
424,12133,WRAY,MULT,FIRST PIONEER BANK CORP.,1062528,CO
425,12135,ABILENE,MULT,"FIRST FINANCIAL BANKSHARES, INC.",1102312,TX
426,12212,ALBANY,ONE,"ALBANY BANCSHARES, INC.",1246926,TX
427,12217,ANDERSON,ONE,"FIRST ANDERSON BANCSHARES, INC.",1108323,TX
428,12219,MCKINNEY,ONE,"INDEPENDENT BANK GROUP, INC.",3140288,TX
429,12315,ANSON,ONE,"ANSON BANCSHARES, INC.",1103702,TX
430,12316,ASPERMONT,ONE,"ASPERMONT BANKSHARES, INC.",5325212,TX
431,12317,WEATHERFORD,MULT,"FIRST BAIRD BANCSHARES, INC.",1105751,TX
432,12327,BRADY,MULT,"TEXAS COUNTRY BANCSHARES, INC.",1106990,TX
433,12330,BASTROP,ONE,"BASTROP BANCSHARES, INC.",2410304,TX
434,12336,BELLS,ONE,"CENDERA FINANCIAL HOLDINGS, INC.",1104567,TX
435,12339,INDUSTRY,MULT,"INDUSTRY BANCSHARES, INC.",2112439,TX
436,12342,BIG SPRING,ONE,"SNB FINANCIAL, INC.",1110278,TX
437,12345,BOWIE,ONE,"LEGEND BANCORP, INC.",1416578,TX
438,12360,BRADY,ONE,COMMERCIAL NATIONAL CORPORATION,1103207,TX
439,12362,BRENHAM,ONE,"BRENHAM BANCSHARES, INC.",1108789,TX
440,12365,LUBBOCK,ONE,"LONE STAR STATE BANCSHARES, INC.",3641767,TX
441,12370,WICHITA FALLS,ONE,"FIRST BURKBURNETT BANCSHARES, INC.",1109544,TX
442,12376,CAMERON,ONE,CAMERON FINANCIAL CORPORATION,2762384,TX
443,12382,CAMERON,ONE,CENTRAL TEXAS FINANCIAL CORP.,3137729,TX
444,12393,CELESTE,ONE,"METROPLEX NORTH BANCSHARES, INC.",1107492,TX
445,12394,CHILDRESS,ONE,"CHILDRESS BANCSHARES, INC.",2007610,TX
446,12397,CLAUDE,ONE,"TRIPLE J FINANCIAL, INC.",2952541,TX
447,12401,COLORADO CITY,ONE,"CITY NATIONAL BANCSHARES, INC.",2215451,TX
448,12402,COOPER,ONE,COOPER LAKE FINANCIAL CORPORATION,1249280,TX
449,12403,CROSBYTON,ONE,"CITIZENS BANCSHARES, INC.",1102161,TX
450,12404,DAINGERFIELD,ONE,DAINGERFIELD HOLDING COMPANY,3220836,TX
451,12408,DE LEON,ONE,"F & M BANCSHARES, INC.",2344641,TX
452,12413,HOUSTON,ONE,"BOH HOLDINGS, INC.",5193420,TX
453,12415,EAGLE LAKE,ONE,"EAGLE LAKE BANCSHARES, INC.",2723648,TX
454,12418,DALLAS,ONE,"MAPLE FINANCIAL HOLDINGS, INC.",5136810,TX
455,12420,EL CAMPO,ONE,"NEWFIRST FINANCIAL GROUP, INC.",3213922,TX
456,12429,ELDORADO,ONE,"FIRST ELDORADO BANCSHARES, INC.",2234863,TX
457,12439,FLOYDADA,ONE,"FLOYD COUNTY BANCSHARES, INC.",1104941,TX
458,12440,HOUSTON,ONE,"TEXAS GULF BANCSHARES, INC.",1101726,TX
459,12449,GALVESTON,MULT,"MOODY BANCSHARES, INC.",1107522,TX
460,12465,GATESVILLE,ONE,"NATIONAL UNITED BANCSHARES, INC.",3059773,TX
461,12471,GIDDINGS,ONE,"GIDDINGS BANCSHARES, INC.",1110193,TX
462,12473,GILMER,ONE,"FIRST GILMER BANKSHARES, INC.",1246515,TX
463,12483,GILMER,ONE,"GILMER NATIONAL BANCSHARES, INC.",2839969,TX
464,12484,DALLAS,ONE,"BMC BANCSHARES, INC.",3831625,TX
465,12486,GRAHAM,ONE,"FIRST GRAHAM BANCORP, INC.",1107700,TX
466,12494,GRANBURY,ONE,FIRST GRANBURY BANCORPORATION,1105528,TX
467,12502,FORT WORTH,ONE,"D2 ALLIANCES, LLC",5139969,TX
468,12505,GRANGER,ONE,"GRANGER BANCSHARES, INC.",1137257,TX
469,12506,GROOM,ONE,"GROOM BANCSHARES, INC.",1103234,TX
470,12508,HEBBRONVILLE,ONE,"HEBBRONVILLE REGIONAL BANCSHARES, INC.",3828241,TX
471,12509,HENDERSON,ONE,"VERABANK, INC.",1917600,TX
472,12546,HILLSBORO,ONE,"HILLSBORO BANCSHARES, INC.",3220274,TX
473,12548,AUSTIN,ONE,"FRONTIER BANCSHARES, INC.",3412798,TX
474,12554,HUGHES SPRINGS,ONE,CHALYBEATE SPRINGS CORPORATION,1838068,TX
475,12571,HUNTSVILLE,ONE,"FIRST NATIONAL BANCSHARES OF HUNTSVILLE, INC.",3018958,TX
476,12576,JACKSBORO,ONE,"JACKSBORO NATIONAL BANCSHARES, INC.",1104503,TX
477,12578,JACKSONVILLE,MULT,JSA FAMILY LIMITED PARTNERSHIP,3035227,TX
478,12612,DALLAS,ONE,"FNBK HOLDINGS, INC.",4805829,TX
479,12614,KILLEEN,MULT,"FIRST COMMUNITY BANCSHARES, INC.",1108097,TX
480,12935,KINGSVILLE,ONE,"KLEBERG AND COMPANY BANKERS, INC.",1104325,TX
481,12939,LA GRANGE,ONE,NATIONAL BANK & TRUST EMPLOYEE STOCK OWNERSHIP PLAN WITH 401(K) PROVISIONS,3685109,TX
482,12941,GEORGETOWN,MULT,"FIRST TEXAS BANCORP, INC.",1100813,TX
483,12943,LIBERTY,ONE,"FIRST LIBERTY NATIONAL BANCSHARES, INC.",1233627,TX
484,12947,LINDEN,ONE,"LINDEN BANCSHARES, INC.",1104071,TX
485,12953,LEVELLAND,ONE,"AIM BANCSHARES, INC.",3183959,TX
486,12971,LIVINGSTON,ONE,FNB COMPANY,2504285,TX
487,12974,MARFA,ONE,BIG BEND BANCSHARES CORPORATION,1918081,TX
488,12976,WACO,ONE,"2013 MONTE HULSE FAMILY IRREVOCABLE TRUST I, THE",4577984,TX
489,12981,MASON,ONE,MASON BANK EMPLOYEE'S STOCK OWNERSHIP PLAN AND TRUST,3026896,TX
490,12982,MC GREGOR,ONE,"MCGREGOR BANCSHARES, INC.",4619437,TX
491,12985,MEMPHIS,ONE,"FALCON BANCORPORATION, INC.",1241211,TX
492,12987,MENARD,ONE,"MENARD BANCSHARES, INC.",2291295,TX
493,12988,MERCEDES,ONE,"MNB VENTURES, INC.",3305434,TX
494,12997,MEXIA,ONE,"BI-STONE BANCSHARES, INC.",2227481,TX
495,13003,MOODY,ONE,"REYNOLDS, TEAGUE, THURMAN FINANCIAL CORP.",3147353,TX
496,13004,NAPLES,ONE,"MORRIS COUNTY BANKSHARES, INCORPORATED",1103515,TX
497,13006,BEAUMONT,ONE,"HILLISTER ENTERPRISES II, INC.",3594890,TX
498,13041,NORMANGEE,ONE,"NORMANGEE BANCSHARES, INC.",4839310,TX
499,13042,OZONA,ONE,"ONB BANCSHARES, INC.",3491869,TX
500,13049,PADUCAH,ONE,"FIRST PADUCAH BANCSHARES OF TEXAS, INC.",2341565,TX
501,13051,PARIS,ONE,"PARIS BANCSHARES, INC.",2465283,TX
502,13054,PERRYTON,ONE,"FIRSTPERRYTON BANCORP, INC.",1108707,TX
503,13063,PERRYTON,ONE,"PERRYTON BANCSHARES, INC.",2454773,TX
504,13064,PILOT POINT,ONE,"PILOT POINT BANCORP, INC. ESOP",3353837,TX
505,13073,QUANAH,ONE,QUANAH FINANCIAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,2366755,TX
506,13075,FRISCO,ONE,"TXRB HOLDINGS, INC.",4215745,TX
507,13078,QUITAQUE,ONE,QUITAQUE NATIONAL CORPORATION,3141034,TX
508,13080,QUITMAN,ONE,"BT HOLDINGS, INC.",3488681,TX
509,13093,SAN ANTONIO,ONE,VBT FINANCIAL CORPORATION,5278381,TX
510,13119,SAN RAFAEL,ONE,WESTAMERICA BANCORPORATION,1025541,CA
511,13199,DIXON,ONE,FIRST NORTHERN COMMUNITY BANCORP,2880626,CA
512,13212,CHARLOTTE,MULT,BANK OF AMERICA CORPORATION,1073757,NC
513,17547,SAN FRANCISCO,MULT,WELLS FARGO & COMPANY,1120754,CA
514,23117,PARIS,ONE,BNP PARIBAS,1231968,
515,23671,MOUNT DORA,ONE,"FNBMD BANCSHARES, INC.",5113763,FL
516,23678,ARENZVILLE,ONE,"ARENZVILLE BANCORP, INC",2734073,IL
517,23682,ATLANTA,ONE,"ANB BANCORP, INC.",2971270,IL
518,23684,AURORA,ONE,"OLD SECOND BANCORP, INC.",1206911,IL
519,23712,BEARDSTOWN,ONE,"MASCOUTEN BANCORP, INC.",1839177,IL
520,23715,CANTON,ONE,"MIDAMERICA NATIONAL BANCSHARES, INC.",1206573,IL
521,23721,CASEY,ONE,EAGLE FINANCIAL CORP.,3958867,IL
522,23730,CATLIN,ONE,"BUTLER POINT, INC.",1246793,IL
523,23733,TREYNOR,MULT,"TREYNOR BANCSHARES, INC.",1207785,IA
524,23734,ELK GROVE VILLAGE,ONE,FIRST AMERICAN BANK CORPORATION,1199974,IL
525,23788,ELGIN,ONE,"ELGIN BANCSHARES, INC.",1205268,IL
526,23789,SPRINGFIELD,ONE,"ILLINOIS NATIONAL BANCORP, INC.",1208054,IL
527,23802,WHEATON,ONE,"PREMIER COMMERCE BANCORP, INC.",4087830,IL
528,23804,HAVANA,ONE,"COMMUNITY INVESTMENT GROUP, LTD.",2909853,IL
529,23810,LACON,ONE,FIRST LACON CORP.,1208988,IL
530,23811,LA SALLE,ONE,"LASALLE BANCORP, INC.",1209323,IL
531,23814,LEMONT,ONE,"LEMONT BANCORP, INC.",1144059,IL
532,23819,MACKINAW,ONE,"MACKINAW VALLEY FINANCIAL SERVICES, INC.",1417539,IL
533,23823,DEKALB,ONE,"RESOURCE BANCSHARES, INC.",1207945,IL
534,23835,MANHATTAN,ONE,"MANHATTAN BANCSHARES, INC.",1206603,IL
535,23838,MATTOON,ONE,"FIRST MID BANCSHARES, INC.",1206760,IL
536,23901,CHICAGO,ONE,"FIRST MIDWEST BANCORP, INC.",1208184,IL
537,24026,MONMOUTH,ONE,"WESTERN ILLINOIS BANCSHARES, INC.",3356632,IL
538,24036,MORRIS,ONE,"ILLINOIS VALLEY BANCORP, INC.",1208504,IL
539,24040,OTTAWA,ONE,"FIRST OTTAWA BANCSHARES, INC.",2791816,IL
540,24053,PARIS,ONE,"EDGAR COUNTY BANC SHARES, INC.",2577766,IL
541,24063,PROPHETSTOWN,ONE,PROPHETSTOWN BANKING CO.,2198563,IL
542,24066,SULLIVAN,ONE,"SULLIVAN BANCSHARES, INC. EMPLOYEE SAVINGS & RETIREMENT PLAN",5043794,IL
543,24069,TOLEDO,ONE,"FIRST NEIGHBORHOOD BANCSHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN",2558505,IL
544,24077,TREMONT,ONE,"TREMONT BANCORP, INC.",1492497,IL
545,24080,ANNA,ONE,"UNION COUNTY BANCSHARES, INC.",1142877,IL
546,24084,AVA,ONE,HEADQUARTERS HOLDING COMPANY,1134603,IL
547,24085,BARRY,ONE,"FNB BARRY BANCORP, INC",4805632,IL
548,24088,BROWNSTOWN,ONE,"FIRST BROWNSTOWN BANCORP, INC",2199083,IL
549,24089,CARLINVILLE,ONE,"CNB BANK SHARES, INC.",1245460,IL
550,24108,CARMI,ONE,"SOUTHERN ILLINOIS BANCORP, INC.",1098929,IL
551,24117,EFFINGHAM,ONE,PRIME BANC CORP.,1842355,IL
552,24125,FAIRFIELD,ONE,"FAIRFIELD BANCSHARES, INC.",2107305,IL
553,24128,GREENVILLE,ONE,"BRADFORD BANCORP, INC.",2456919,IL
554,24132,KINMUNDY,ONE,"SOUTH CENTRAL BANCORP, INC.",3674710,IL
555,24133,LITCHFIELD,ONE,"FIRST MONTGOMERY BANCORP, INC.",1099346,IL
556,24135,LITCHFIELD,ONE,LITCHFIELD BANCSHARES COMPANY,1248489,IL
557,24138,MOUNT VERNON,ONE,"MARKET STREET BANCSHARES, INC.",1250437,IL
558,24161,METROPOLIS,ONE,"CITY NATIONAL BANKCORP, INC.",1129672,IL
559,24163,MATTOON,ONE,"MGB BANCSHARES, INC.",1407071,IL
560,24166,MURPHYSBORO,ONE,FIRST OF MURPHYSBORO CORP.,1097678,IL
561,24168,NASHVILLE,ONE,"FARMERS AND MERCHANTS BANCSHARES, INC.",2931331,IL
562,24176,OKAWVILLE,ONE,"OKAWVILLE BANCSHARES, INC.",1248377,IL
563,24177,RAYMOND,ONE,"RAYMOND BANCORP, INC.",1131303,IL
564,24182,EVANSVILLE,ONE,OLD NATIONAL BANCORP,1098303,IN
565,24380,SANDOVAL,ONE,"FIRST SANDOVAL BANCORP, INC.",1139523,IL
566,24381,SPARTA,ONE,"FIRST BANCORP OF SPARTA, LTD.",1099421,IL
567,24382,VANDALIA,ONE,FIRST VANDALIA CORP.,1099654,IL
568,24389,WATERLOO,ONE,"FIRST WATERLOO BANCSHARES, INC.",1135404,IL
569,24404,MOUNT VERNON,ONE,"CEDAR BANCORP, INC.",3575264,IL
570,24408,XENIA,ONE,FIRST COMMUNITY BANCSHARES,3088643,IL
571,24410,BERRYVILLE,ONE,FIRST NATIONAL BANK OF NORTH ARKANSAS EMPLOYEE STOCK OWNERSHIP TRUST,2027412,AR
572,24421,DEWITT,ONE,DEWITT FIRST BANKSHARES CORPORATION,1099243,AR
573,24424,FORREST CITY,ONE,"BANCSHARES OF EASTERN ARKANSAS, INC.",1099449,AR
574,24438,FORT SMITH,MULT,FIRST BANK CORP,1491360,AR
575,24459,GREEN FOREST,ONE,"FIRST NATIONAL BANCORP, INC.",2619349,AR
576,24471,LITTLE ROCK,ONE,STATE HOLDING COMPANY,1100046,AR
577,24484,PARAGOULD,ONE,"FIRST PARAGOULD BANKSHARES, INC.",1119383,AR
578,24504,PINE BLUFF,ONE,SIMMONS FIRST NATIONAL CORPORATION,1094828,AR
579,24721,WALNUT RIDGE,ONE,FIRST NATIONAL CAPITAL CORPORATION,3288425,AR
580,24727,WYNNE,ONE,FIRST NATIONAL CORPORATION OF WYNNE,1132159,AR
581,24734,BOTTINEAU,ONE,"FIRST BOTTINEAU, INC.",1131237,ND
582,24735,DEVILS LAKE,ONE,RAMSEY FINANCIAL CORPORATION AND AFFILIATES EMPLOYEE STOCK OWNERSHIP PLAN,3640434,ND
583,24741,KULM,ONE,"JBS, INC.",1134966,ND
584,24743,GRAND FORKS,ONE,ALERUS FINANCIAL CORPORATION,2067007,ND
585,24759,FARGO,ONE,"ASPIRE BANCSHARES, INC.",3435957,ND
586,24761,BROOKINGS,MULT,FISHBACK FINANCIAL CORPORATION,1123072,SD
587,24777,CLEAR LAKE,ONE,DCNB HOLDING COMPANY,2359962,SD
588,24780,PHILIP,ONE,"PHILIP BANCORPORATION, INC.",1125683,SD
589,24782,PIERRE,ONE,"SOUTH DAKOTA BANCSHARES, INC.",1124060,SD
590,24800,SIOUX FALLS,ONE,"MINNEHAHA BANSHARES, INC.",1126354,SD
591,24818,YANKTON,ONE,FIRST DAKOTA FINANCIAL CORPORATION,1404687,SD
592,24837,ADA,ONE,"VISION BANCSHARES, INC.",3292253,OK
593,24846,ALTUS,ONE,"FIRST ALTUS BANCORP, INC.",1056134,OK
594,24855,OKLAHOMA CITY,ONE,NBC CORP. OF OKLAHOMA,1066003,OK
595,24862,ALVA,ONE,"MYERS BANCSHARES, INC.",2107789,OK
596,24867,ARDMORE,ONE,"FIRST NATIONAL CORPORATION OF ARDMORE, INC.",1055726,OK
597,24879,OKLAHOMA CITY,ONE,"MIDSTATE BANCORP, INC.",1054091,OK
598,24890,BRISTOW,ONE,"SPIRIT BANKCORP, INC.",1062135,OK
599,24902,BROKEN ARROW,ONE,FIRST BROKEN ARROW CORPORATION,1062050,OK
600,24905,CALUMET,ONE,"ALLNATIONS BANCORPORATION, INC.",3176559,OK
601,24907,CARNEGIE,ONE,"FARMERS BANCAPITAL CORPORATION, THE",1067907,OK
602,24909,CHECOTAH,ONE,"PEOPLES NATIONAL BANCSHARES OF CHECOTAH, INC.",1066852,OK
603,24912,CHEROKEE,ONE,"ALFALFA COUNTY BANCSHARES, INC.",1055708,OK
604,24915,CHICKASHA,ONE,"FIRST INDEPENDENT BANCORP, INC.",1065163,OK
605,24926,OKLAHOMA CITY,ONE,"G. JEFFREY RECORDS, JR. 2008 GST EXEMPT FAMILY TRUST",3843011,OK
606,25006,CLINTON,ONE,"OKLAHOMA BANCORPORATION, INC.",1065613,OK
607,25010,COWETA,ONE,FIRST COWETA CORPORATION,1063329,OK
608,25012,PAWHUSKA,MULT,"N.B.C. BANCSHARES IN PAWHUSKA, INC.",1065565,OK
609,25014,WEATHERFORD,ONE,"SOUTHWEST CAPITAL, L.L.C.",2912312,OK
610,25016,EDMOND,ONE,"CITIZENS BANCSHARES, INC., ESOP",3078215,OK
611,25018,ELK CITY,ONE,"WESTERN OKLAHOMA FINANCIAL SERVICES, INC.",2293507,OK
612,25021,ELK CITY,ONE,"WESTERN OKLAHOMA BANCSHARES, INC.",1062706,OK
613,25027,ENID,ONE,CENTRAL SERVICE CORPORATION,1051465,OK
614,25038,ERICK,ONE,"ERICK BANCSHARES, INC.",2209030,OK
615,25042,EUFAULA,ONE,"S N B BANCSHARES, INC.",1064184,OK
616,25044,FAIRVIEW,ONE,"FAIRVIEW BANCSHARES, INC.",1065211,OK
617,25050,HOOKER,ONE,"HOOKER NATIONAL BANCSHARES, INC.",1140060,OK
618,25051,LAVERNE,ONE,"LAVERNE BANCSHARES, INC.",1067251,OK
619,25052,LAWTON,MULT,"JRMB II, INC",4208961,OK
620,25092,LINDSAY,ONE,FIRST LINDSAY CORPORATION,1917897,OK
621,25093,MAYSVILLE,MULT,"H. PAT HENSON COMPANY, THE",1053526,OK
622,25094,MCALESTER,ONE,FIRST OF MCALESTER CORPORATION,1055762,OK
623,25100,MCALESTER,ONE,NBM CORPORATION,1056684,OK
624,25104,OKLAHOMA CITY,ONE,BANK7 CORP,3256134,OK
625,25113,MIAMI,MULT,"FIRST MIAMI BANCSHARES, INC.",1061316,OK
626,25116,NOWATA,ONE,REGENT CAPITAL CORPORATION,3632000,OK
627,25121,ALVA,MULT,"GRACE INVESTMENT COMPANY, INC. ESOP, THE",3822687,OK
628,25122,OKMULGEE,ONE,FIRST OKMULGEE CORPORATION,1056330,OK
629,25126,PAULS VALLEY,ONE,VALLEY BANCSHARES INCORPORATED,1062715,OK
630,25132,PAWNEE,ONE,"GEORGE MADISON CORPORATION, THE",1055397,OK
631,25133,TULSA,ONE,"PAWNEE HOLDING COMPANY, INC.",1494343,OK
632,25134,POTEAU,ONE,"CENTRAL BANCSHARES OF POTEAU, INC.",1067411,OK
633,25140,PRYOR,MULT,"FIRST PRYOR BANCORP, INC.",2224408,OK
634,25142,PURCELL,ONE,"MCCLAIN COUNTY BANCORPORATION, INC.",1060485,OK
635,25147,SAPULPA,MULT,"AMERICAN BANCORPORATION, INC.",1052220,OK
