,Unnamed: 0,ADDRESS,ASSET,BKCLASS,CALL,CERT,CHARTER,CHRTAGNN,CHRTAGNT,CITY,CLCODE,CNTRYNA,DENOVO,DEPDOM,DEPSUM,DOCKET,ESCROW,FDICDBS,FDICNAME,FED,FEDNAME,INSAGNT1,INSBRDD,INSBRTS,INSURED,NAMEFULL,OCCDIST,OCCNAME,REGAGNT,RSSDID,SPECDESC,SPECGRP,STALP,STCNTY,STNAME,UNIT,USA,ZIP
985,12505,201 West Davilla,31853.0,N,CALL,3232,FED,Comptroller of the Currency,OCC,Granger,3,United States,0.0,25997.0,25997.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The Granger National Bank,5,Southwest District,OCC,272151,AGRICULTURAL,2,TX,48491,Texas,1.0,1,76530
987,12507,99 Broadway,38786.0,N,CALL,3237,FED,Comptroller of the Currency,OCC,Groom,3,United States,0.0,34662.0,34662.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The State National Bank of Groom,5,Southwest District,OCC,460556,AGRICULTURAL,2,TX,48065,Texas,0.0,1,79039
988,12508,305 North Smith Street,90904.0,N,CALL,3248,FED,Comptroller of the Currency,OCC,Hebbronville,3,United States,0.0,74095.0,74095.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Hebbronville,5,Southwest District,OCC,173959,OTHER < $1 BILLION,7,TX,48247,Texas,1.0,1,78361
990,12525,201 West Main Street,2337554.0,N,CALL,3250,FED,Comptroller of the Currency,OCC,Henderson,3,United States,0.0,2079141.0,2079141.0,0,,13,Dallas,11,Dallas,DIF,,,CB,"VeraBank, National Association",5,Southwest District,OCC,56351,COMMERCIAL LENDING,4,TX,48401,Texas,0.0,1,75653
992,12547,200 East Elm Street,167487.0,N,CALL,3255,FED,Comptroller of the Currency,OCC,Hillsboro,3,United States,0.0,141977.0,141977.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The Citizens National Bank of Hillsboro,5,Southwest District,OCC,184656,MORTGAGE LENDING,5,TX,48217,Texas,0.0,1,76645
994,12551,"600 Congress Ave, Suite 400",1120402.0,SB,CALL,3256,STATE,State Agency,STATE,Austin,41,United States,0.0,1007348.0,1007348.0,0,,13,Dallas,11,Dallas,DIF,,,SA,"Horizon Bank, SSB",5,Southwest District,FDIC,703552,COMMERCIAL LENDING,4,TX,48453,Texas,0.0,1,78701
996,12568,505 East First Street,272137.0,N,CALL,3268,FED,Comptroller of the Currency,OCC,Hughes Springs,3,United States,0.0,234778.0,234778.0,10026,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Hughes Springs,5,Southwest District,OCC,849357,COMMERCIAL LENDING,4,TX,48067,Texas,0.0,1,75656
998,12572,1300 Eleventh Street,470559.0,N,CALL,3269,FED,Comptroller of the Currency,OCC,Huntsville,3,United States,0.0,408519.0,408519.0,10860,,13,Dallas,11,Dallas,DIF,,,CB,First National Bank of Huntsville,5,Southwest District,OCC,583352,COMMERCIAL LENDING,4,TX,48471,Texas,0.0,1,77340
1000,12577,910 N Main Street,241314.0,N,CALL,3275,FED,Comptroller of the Currency,OCC,Jacksboro,3,United States,0.0,209423.0,209423.0,10209,,13,Dallas,11,Dallas,DIF,,,CB,The Jacksboro National Bank,5,Southwest District,OCC,924058,AGRICULTURAL,2,TX,48237,Texas,0.0,1,76458
1002,12589,200 East Commerce Street,1820158.0,N,CALL,3276,FED,Comptroller of the Currency,OCC,Jacksonville,3,United States,0.0,1503385.0,1503385.0,16121,,13,Dallas,11,Dallas,DIF,,,CB,"Austin Bank, Texas National Association",5,Southwest District,OCC,548351,COMMERCIAL LENDING,4,TX,48073,Texas,0.0,1,75766
1003,12611,311 East Calvert Street,400422.0,N,CALL,3279,FED,Comptroller of the Currency,OCC,Karnes City,3,,0.0,357121.0,357121.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The Karnes County National Bank of Karnes City,5,Southwest District,OCC,979759,MORTGAGE LENDING,5,TX,48255,Texas,1.0,1,78118
1004,12612,100 South State Highway 274,94544.0,N,CALL,3281,FED,Comptroller of the Currency,OCC,Kemp,3,United States,0.0,83522.0,83522.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Kemp,5,Southwest District,OCC,608451,ALL OTHER < $1 BILLION,8,TX,48257,Texas,0.0,1,75143
1007,12842,507 North Gray Street,2068764.0,N,CALL,3285,FED,Comptroller of the Currency,OCC,Killeen,3,United States,0.0,1775369.0,1775369.0,0,,13,Dallas,11,Dallas,DIF,,,CB,First National Bank Texas,5,Southwest District,OCC,613950,ALL OTHER > $1 BILLION,9,TX,48027,Texas,0.0,1,76541
1008,12935,100 East Kleberg Avenue,555954.0,N,CALL,3286,FED,Comptroller of the Currency,OCC,Kingsville,3,United States,0.0,427337.0,427337.0,0,,13,Dallas,11,Dallas,DIF,,,CB,"Kleberg  Bank, N.A.",5,Southwest District,OCC,556459,COMMERCIAL LENDING,4,TX,48273,Texas,0.0,1,78363
1010,12939,141 West Colorado Street,234086.0,N,CALL,3289,FED,Comptroller of the Currency,OCC,La Grange,3,United States,0.0,208047.0,208047.0,12036,,13,Dallas,11,Dallas,DIF,,,CB,National Bank & Trust,5,Southwest District,OCC,792659,MORTGAGE LENDING,5,TX,48149,Texas,1.0,1,78945
1011,12940,602 S 1st Street,343386.0,N,CALL,3292,FED,Comptroller of the Currency,OCC,Lamesa,3,,0.0,306820.0,306820.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The Lamesa National Bank,5,Southwest District,OCC,623052,AGRICULTURAL,2,TX,48115,Texas,1.0,1,79331
1013,12942,501 East Third Street,138908.0,NM,CALL,3293,STATE,State Agency,STATE,Lampasas,21,United States,0.0,120916.0,120916.0,0,,13,Dallas,11,Dallas,DIF,,,CB,First Texas Bank,5,Southwest District,FDIC,875758,ALL OTHER < $1 BILLION,8,TX,48281,Texas,0.0,1,76550
1015,12945,1900 Sam Houston Street,321649.0,N,CALL,3301,FED,Comptroller of the Currency,OCC,Liberty,3,United States,0.0,277702.0,277702.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First Liberty National Bank,5,Southwest District,OCC,629353,COMMERCIAL LENDING,4,TX,48291,Texas,0.0,1,77575
1017,12951,E Rush Street,216390.0,N,CALL,3302,FED,Comptroller of the Currency,OCC,Linden,3,United States,0.0,179775.0,179775.0,0,,13,Dallas,11,Dallas,DIF,,,CB,"Texana Bank, National Association",5,Southwest District,OCC,809650,COMMERCIAL LENDING,4,TX,48067,Texas,0.0,1,75563
1018,12952,101 East Lipan Drive,20820.0,N,CALL,3303,FED,Comptroller of the Currency,OCC,Lipan,3,,0.0,18840.0,18840.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Lipan,5,Southwest District,OCC,811457,OTHER < $1 BILLION,7,TX,48221,Texas,1.0,1,76462
1020,12962,337 Phelps Avenue,1434731.0,NM,CALL,3304,STATE,State Agency,STATE,Littlefield,21,United States,0.0,1248506.0,1248506.0,0,,13,Dallas,11,Dallas,DIF,,,CB,AIMBank,5,Southwest District,FDIC,1006951,COMMERCIAL LENDING,4,TX,48279,Texas,0.0,1,79339
1021,12971,2121 Highway 190 West,375359.0,N,CALL,3305,FED,Comptroller of the Currency,OCC,Livingston,3,United States,0.0,317339.0,317339.0,15937,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Livingston,5,Southwest District,OCC,630658,OTHER < $1 BILLION,7,TX,48373,Texas,0.0,1,77351
1023,12974,301 South Highland Avenue,131694.0,N,CALL,3320,FED,Comptroller of the Currency,OCC,Marfa,3,United States,0.0,110323.0,110323.0,0,,13,Dallas,11,Dallas,DIF,,,CB,"Big Bend Banks, N.A.",5,Southwest District,OCC,362856,OTHER < $1 BILLION,7,TX,48377,Texas,0.0,1,79843
1026,12977,1835 North Valley Mills Drive,829091.0,N,CALL,3325,FED,Comptroller of the Currency,OCC,Waco,3,United States,0.0,728767.0,728767.0,0,,13,Dallas,11,Dallas,DIF,,,CB,First National Bank of Central Texas,5,Southwest District,OCC,369659,COMMERCIAL LENDING,4,TX,48309,Texas,0.0,1,76712
1027,12981,111 Westmoreland Street,119467.0,SM,CALL,3327,STATE,State Agency,STATE,Mason,13,United States,0.0,94640.0,94640.0,14756,,13,Dallas,11,Dallas,DIF,,,CB,Mason Bank,5,Southwest District,FED,368054,AGRICULTURAL,2,TX,48319,Texas,1.0,1,76856
1029,12983,401 South Main Street,487505.0,N,CALL,3330,FED,Comptroller of the Currency,OCC,Mc Gregor,3,United States,0.0,428506.0,428506.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of McGregor,5,Southwest District,OCC,895055,COMMERCIAL LENDING,4,TX,48309,Texas,0.0,1,76657
1030,12985,501 Main Street,58131.0,NM,CALL,3335,STATE,State Agency,STATE,Memphis,21,United States,0.0,49781.0,49781.0,11790,,13,Dallas,11,Dallas,DIF,,,CB,First Bank and Trust of Memphis,5,Southwest District,FDIC,373553,AGRICULTURAL,2,TX,48191,Texas,0.0,1,79245
1032,12987,201 Ellis Street,38124.0,SM,CALL,3336,STATE,State Agency,STATE,Menard,13,United States,0.0,32902.0,32902.0,0,,13,Dallas,11,Dallas,DIF,,,CB,Menard  Bank,5,Southwest District,FED,375650,AGRICULTURAL,2,TX,48327,Texas,1.0,1,76859
1033,12988,201 S. Texas,297534.0,N,CALL,3337,FED,Comptroller of the Currency,OCC,Mercedes,3,United States,0.0,258694.0,258694.0,0,,13,Dallas,11,Dallas,DIF,,,CB,Texas National Bank,5,Southwest District,OCC,497954,COMMERCIAL LENDING,4,TX,48215,Texas,0.0,1,78570
1036,12996,Main And Broadway,466192.0,N,CALL,3339,FED,Comptroller of the Currency,OCC,Mertzon,3,,0.0,433089.0,433089.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Mertzon,5,Southwest District,OCC,500256,AGRICULTURAL,2,TX,48235,Texas,0.0,1,76941
1038,12998,301 East Commerce Street,174363.0,N,CALL,3342,FED,Comptroller of the Currency,OCC,Mexia,3,United States,0.0,143436.0,143436.0,0,,13,Dallas,11,Dallas,DIF,,,CB,"Incommons Bank, N.A.",5,Southwest District,OCC,414858,COMMERCIAL LENDING,4,TX,48293,Texas,0.0,1,76667
1039,13003,101 7th St,48159.0,N,CALL,3351,FED,Comptroller of the Currency,OCC,Moody,3,United States,0.0,36154.0,36154.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Moody,5,Southwest District,OCC,108269,ALL OTHER < $1 BILLION,8,TX,48309,Texas,1.0,1,76557
1040,13004,101 Wl Doc Dodson East,90040.0,N,CALL,3358,FED,Comptroller of the Currency,OCC,Naples,3,United States,0.0,71817.0,71817.0,14047,,13,Dallas,11,Dallas,DIF,,,CB,The Morris County National Bank of Naples,5,Southwest District,OCC,770068,COMMERCIAL LENDING,4,TX,48343,Texas,0.0,1,75568
1043,13028,5999 Delaware Street,3379805.0,N,CALL,3363,FED,Comptroller of the Currency,OCC,Beaumont,3,United States,0.0,2783310.0,2783310.0,0,,13,Dallas,11,Dallas,DIF,,,CB,"CommunityBank of Texas, N.A.",5,Southwest District,OCC,774262,COMMERCIAL LENDING,4,TX,48245,Texas,0.0,1,77706
1044,13041,202 Main Street,117323.0,NM,CALL,3368,STATE,State Agency,STATE,Normangee,21,United States,0.0,97458.0,97458.0,0,,13,Dallas,11,Dallas,DIF,,,CB,Normangee State Bank,5,Southwest District,FDIC,958763,ALL OTHER < $1 BILLION,8,TX,48289,Texas,1.0,1,77871
1046,13046,503 11th Street,279296.0,N,CALL,3376,FED,Comptroller of the Currency,OCC,Ozona,3,United States,0.0,248268.0,248268.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The Ozona National Bank,5,Southwest District,OCC,780263,COMMERCIAL LENDING,4,TX,48105,Texas,0.0,1,76943
1048,13050,Tenth And Bacus Streets,43883.0,N,CALL,3377,FED,Comptroller of the Currency,OCC,Paducah,3,United States,0.0,39396.0,39396.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Paducah,5,Southwest District,OCC,1014965,AGRICULTURAL,2,TX,48101,Texas,0.0,1,79248
1050,13053,305 Lamar Avenue,289094.0,N,CALL,3384,FED,Comptroller of the Currency,OCC,Paris,3,United States,0.0,240049.0,240049.0,11946,,13,Dallas,11,Dallas,DIF,,,CB,The Liberty National Bank in Paris,5,Southwest District,OCC,1669,ALL OTHER < $1 BILLION,8,TX,48277,Texas,0.0,1,75460
1052,13056,2401 South Georgia,977582.0,NM,CALL,3387,STATE,State Agency,STATE,Amarillo,21,United States,0.0,866585.0,866585.0,0,,13,Dallas,11,Dallas,DIF,,,CB,FirstBank Southwest,5,Southwest District,FDIC,840363,COMMERCIAL LENDING,4,TX,48375,Texas,0.0,1,79120
1053,13063,825 South Main Street,179348.0,N,CALL,3388,FED,Comptroller of the Currency,OCC,Perryton,3,United States,0.0,154299.0,154299.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The Perryton National Bank,5,Southwest District,OCC,8462,AGRICULTURAL,2,TX,48357,Texas,1.0,1,79070
1055,13065,200 South Highway 377,544179.0,SM,CALL,3389,STATE,State Agency,STATE,Pilot Point,13,United States,0.0,480606.0,480606.0,10531,,13,Dallas,11,Dallas,DIF,,,CB,Pointbank,5,Southwest District,FED,844567,COMMERCIAL LENDING,4,TX,48121,Texas,0.0,1,76258
1057,13074,Third And Mercer Streets,60300.0,SM,CALL,3399,STATE,State Agency,STATE,Quanah,13,United States,0.0,54358.0,54358.0,15546,,13,Dallas,11,Dallas,DIF,,,CB,First Capital Bank,5,Southwest District,FED,919568,AGRICULTURAL,2,TX,48197,Texas,0.0,1,79252
1059,13076,"2595 Preston Rd, Bldg 100",292588.0,N,CALL,3400,FED,Comptroller of the Currency,OCC,Frisco,3,United States,0.0,230909.0,230909.0,0,,13,Dallas,11,Dallas,DIF,,,CB,"Texas Republic Bank, National Association",5,Southwest District,OCC,735067,COMMERCIAL LENDING,4,TX,48085,Texas,0.0,1,75034
1061,13079,Main And First Streets,63773.0,N,CALL,3401,FED,Comptroller of the Currency,OCC,Quitaque,3,United States,0.0,53541.0,53541.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Quitaque,5,Southwest District,OCC,644963,AGRICULTURAL,2,TX,48045,Texas,0.0,1,79255
1063,13087,412 East Goode Street,1711111.0,N,CALL,3402,FED,Comptroller of the Currency,OCC,Quitman,3,United States,0.0,1452592.0,1452592.0,0,,13,Dallas,11,Dallas,DIF,,,CB,"BTH Bank, National Association",5,Southwest District,OCC,24668,COMMERCIAL LENDING,4,TX,48499,Texas,0.0,1,75783
1065,13112,45 Ne Loop 410 Suite 500,1945414.0,SM,CALL,3405,STATE,State Agency,STATE,San Antonio,13,United States,0.0,1656848.0,1656848.0,12836,,13,Dallas,11,Dallas,DIF,,,CB,Vantage Bank Texas,5,Southwest District,FED,26765,COMMERCIAL LENDING,4,TX,48029,Texas,0.0,1,78216
1067,13123,1108 Fifth Avenue,5493199.0,SM,CALL,3430,STATE,State Agency,STATE,San Rafael,13,United States,0.0,4733286.0,4733286.0,0,,14,San Francisco,12,San Francisco,DIF,,,CB,Westamerica Bank,4,Midwest District,FED,697763,ALL OTHER > $1 BILLION,9,CA,6041,California,0.0,1,94901
1069,13205,195 North First Street,1232218.0,NM,CALL,3440,STATE,State Agency,STATE,Dixon,21,United States,0.0,1095022.0,1095022.0,16087,,14,San Francisco,12,San Francisco,DIF,,,CB,First Northern Bank of Dixon,4,Midwest District,FDIC,783161,COMMERCIAL LENDING,4,CA,6095,California,0.0,1,95620
1071,13274,100 North Tryon St,1792891000.0,N,CALL,3510,FED,Comptroller of the Currency,OCC,Charlotte,3,United States,0.0,1353687000.0,1353687000.0,0,,5,Atlanta,5,Richmond,DIF,,,CB,"Bank of America, National Association",1,Northeast District,OCC,480228,ALL OTHER > $1 BILLION,9,NC,37119,North Carolina,0.0,1,28202
1073,17694,101 N. Phillips Avenue,1699842000.0,N,CALL,3511,FED,Comptroller of the Currency,OCC,Sioux Falls,3,United States,0.0,1291135000.0,1291135000.0,0,,11,Kansas City,9,Minneapolis,DIF,,,CB,"Wells Fargo Bank, National Association",4,Midwest District,OCC,451965,ALL OTHER > $1 BILLION,9,SD,46099,South Dakota,0.0,1,57104
1075,23281,180 Montgomery Street,91438266.0,NM,CALL,3514,STATE,State Agency,STATE,San Francisco,21,France (Other),0.0,69304605.0,69304605.0,13975,,14,San Francisco,12,San Francisco,DIF,,,CB,Bank of the West,4,Midwest District,FDIC,804963,COMMERCIAL LENDING,4,CA,6075,California,0.0,1,94104
1077,23674,714 N Donnelly Street,243078.0,N,CALL,3579,FED,Comptroller of the Currency,OCC,Mount Dora,3,United States,0.0,200920.0,200920.0,16000,,5,Atlanta,6,Atlanta,DIF,,,CB,The First National Bank of Mount Dora,5,Southwest District,OCC,61832,ALL OTHER < $1 BILLION,8,FL,12069,Florida,0.0,1,32757
1078,23675,127 South Oak Street,108081.0,NM,CALL,3598,STATE,State Agency,STATE,Arcola,21,,0.0,93109.0,93109.0,15820,,9,Chicago,7,Chicago,DIF,,,CB,Arcola First Bank,3,Central District,FDIC,659734,AGRICULTURAL,2,IL,17041,Illinois,0.0,1,61910
1080,23678,110 South Charles Street,82254.0,N,CALL,3599,FED,Comptroller of the Currency,OCC,Arenzville,3,United States,0.0,73283.0,73283.0,15737,,9,Chicago,7,Chicago,DIF,,,CB,The First National Bank of Arenzville,3,Central District,OCC,593333,AGRICULTURAL,2,IL,17017,Illinois,0.0,1,62611
1082,23681,141 North Chestnut Street,20292.0,N,CALL,3600,FED,Comptroller of the Currency,OCC,Assumption,3,,0.0,18020.0,18020.0,0,,9,Chicago,7,Chicago,DIF,,,CB,The First National Bank of Assumption,3,Central District,OCC,604033,AGRICULTURAL,2,IL,17021,Illinois,1.0,1,62510
1083,23682,105 Southwest Church Street,58066.0,N,CALL,3601,FED,Comptroller of the Currency,OCC,Atlanta,3,United States,0.0,49395.0,49395.0,14570,,9,Chicago,7,Chicago,DIF,,,CB,The Atlanta National Bank,3,Central District,OCC,672238,AGRICULTURAL,2,IL,17107,Illinois,0.0,1,61723
1086,23700,37-39 South River Street,2618062.0,N,CALL,3603,FED,Comptroller of the Currency,OCC,Aurora,3,United States,0.0,2090066.0,2090066.0,14165,,9,Chicago,7,Chicago,DIF,,,CB,Old Second National Bank,3,Central District,OCC,936136,COMMERCIAL LENDING,4,IL,17089,Illinois,0.0,1,60506
1088,23714,300 Washington Street,126411.0,N,CALL,3607,FED,Comptroller of the Currency,OCC,Beardstown,3,United States,0.0,110739.0,110739.0,0,,9,Chicago,7,Chicago,DIF,,,CB,The First National Bank of Beardstown,3,Central District,OCC,368933,AGRICULTURAL,2,IL,17017,Illinois,0.0,1,62618
1089,23715,100 West Elm Street,422621.0,N,CALL,3612,FED,Comptroller of the Currency,OCC,Canton,3,United States,0.0,362672.0,362672.0,0,,9,Chicago,7,Chicago,DIF,,,CB,MidAmerica National Bank,3,Central District,OCC,510938,AGRICULTURAL,2,IL,17057,Illinois,0.0,1,61520
1092,23725,305-307 North Central Avenue,320862.0,NM,CALL,3614,STATE,State Agency,STATE,Casey,21,United States,0.0,285266.0,285266.0,0,,9,Chicago,7,Chicago,DIF,,,CB,Casey State Bank,3,Central District,FDIC,306337,AGRICULTURAL,2,IL,17023,Illinois,0.0,1,62420
1094,23732,202 South Sandusky Street,62850.0,NM,CALL,3615,STATE,State Agency,STATE,Catlin,21,United States,0.0,55700.0,55700.0,0,,9,Chicago,7,Chicago,DIF,,,CB,Catlin Bank,3,Central District,FDIC,307932,COMMERCIAL LENDING,4,IL,17183,Illinois,0.0,1,61817
1095,23733,2 Kelli Court,181329.0,N,CALL,3639,FED,Comptroller of the Currency,OCC,Clinton,3,United States,0.0,160661.0,160661.0,0,,9,Chicago,7,Chicago,DIF,,,CB,First National Bank & Trust Company,3,Central District,OCC,32234,OTHER < $1 BILLION,7,IL,17039,Illinois,1.0,1,61727
1097,23775,700 Busse Road,4293560.0,NM,CALL,3657,STATE,State Agency,STATE,Elk Grove Village,21,United States,0.0,3592626.0,3592626.0,11088,,9,Chicago,7,Chicago,DIF,,,CB,First American Bank,3,Central District,FDIC,850036,COMMERCIAL LENDING,4,IL,17031,Illinois,0.0,1,60007
1098,23788,101 East Chicago Street,306368.0,N,CALL,3661,FED,Comptroller of the Currency,OCC,Elgin,3,United States,0.0,267885.0,267885.0,0,,9,Chicago,7,Chicago,DIF,,,CB,Union National Bank and Trust Company of Elgin,3,Central District,OCC,963730,COMMERCIAL LENDING,4,IL,17089,Illinois,0.0,1,60120
1100,23799,322 East Capitol Street,1033338.0,N,CALL,3664,FED,Comptroller of the Currency,OCC,Springfield,3,United States,0.0,929127.0,929127.0,0,,9,Chicago,7,Chicago,DIF,,,CB,Illinois National Bank,3,Central District,OCC,925037,COMMERCIAL LENDING,4,IL,17167,Illinois,0.0,1,62701
1101,23802,105 West Main Street,216269.0,N,CALL,3674,FED,Comptroller of the Currency,OCC,Grand Ridge,3,United States,0.0,189411.0,189411.0,14498,,9,Chicago,7,Chicago,DIF,,,CB,Grand Ridge National Bank,3,Central District,OCC,875132,COMMERCIAL LENDING,4,IL,17099,Illinois,0.0,1,61325
1104,23805,112 South Orange Street,254705.0,N,CALL,3677,FED,Comptroller of the Currency,OCC,Havana,3,United States,0.0,191125.0,191125.0,13778,,9,Chicago,7,Chicago,DIF,,,CB,The Havana National Bank,3,Central District,OCC,940731,AGRICULTURAL,2,IL,17125,Illinois,0.0,1,62644
1105,23810,111 South Broad Street,65413.0,N,CALL,3688,FED,Comptroller of the Currency,OCC,Lacon,3,United States,0.0,59581.0,59581.0,11616,,9,Chicago,7,Chicago,DIF,,,CB,The First National Bank of Lacon,3,Central District,OCC,824738,AGRICULTURAL,2,IL,17123,Illinois,1.0,1,61540
1106,23811,260 Bucklin Street,219284.0,N,CALL,3691,FED,Comptroller of the Currency,OCC,La Salle,3,United States,0.0,191763.0,191763.0,0,,9,Chicago,7,Chicago,DIF,,,CB,Hometown National Bank,3,Central District,OCC,770639,COMMERCIAL LENDING,4,IL,17099,Illinois,0.0,1,61301
1108,23814,1201 State Street,53207.0,N,CALL,3693,FED,Comptroller of the Currency,OCC,Lemont,3,United States,0.0,49126.0,49126.0,14246,,9,Chicago,7,Chicago,DIF,,,CB,The Lemont National Bank,3,Central District,OCC,480330,MORTGAGE LENDING,5,IL,17031,Illinois,0.0,1,60439
1111,23820,101 East Fast Street,77493.0,NM,CALL,3698,STATE,State Agency,STATE,Mackinaw,21,United States,0.0,65347.0,65347.0,14074,,9,Chicago,7,Chicago,DIF,,,CB,First Security Bank,3,Central District,FDIC,416339,AGRICULTURAL,2,IL,17179,Illinois,0.0,1,61755
1113,23832,555 Bethany Road,509582.0,N,CALL,3701,FED,Comptroller of the Currency,OCC,Dekalb,3,United States,0.0,459544.0,459544.0,9929,,9,Chicago,7,Chicago,DIF,,,CB,"Resource Bank, National Association",3,Central District,OCC,235530,COMMERCIAL LENDING,4,IL,17037,Illinois,0.0,1,60115
1114,23835,230 South State Street,167794.0,SM,CALL,3702,STATE,State Agency,STATE,Manhattan,13,United States,0.0,150143.0,150143.0,0,,9,Chicago,7,Chicago,DIF,,,CB,First Bank of Manhattan,3,Central District,FED,238139,ALL OTHER < $1 BILLION,8,IL,17197,Illinois,0.0,1,60442
1117,23858,1515 Charleston Avenue,3813479.0,N,CALL,3705,FED,Comptroller of the Currency,OCC,Mattoon,3,United States,0.0,3040478.0,3040478.0,12332,,9,Chicago,7,Chicago,DIF,,,CB,"First Mid Bank & Trust, National Association",3,Central District,OCC,762447,COMMERCIAL LENDING,4,IL,17029,Illinois,0.0,1,61938
1119,24017,8750 West Bryn Mawr Avenue Suite 1300,17371335.0,SM,CALL,3709,STATE,State Agency,STATE,Chicago,13,United States,0.0,13366828.0,13366828.0,11987,,9,Chicago,7,Chicago,DIF,,,CB,First Midwest Bank,3,Central District,FED,1007846,COMMERCIAL LENDING,4,IL,17031,Illinois,0.0,1,60631
1121,24028,200 East Broadway,514250.0,SM,CALL,3711,STATE,State Agency,STATE,Monmouth,13,United States,0.0,390087.0,390087.0,13691,,9,Chicago,7,Chicago,DIF,,,CB,Midwest Bank,3,Central District,FED,709143,AGRICULTURAL,2,IL,17187,Illinois,0.0,1,61462
1123,24037,201 Liberty Street,295557.0,SM,CALL,3713,STATE,State Agency,STATE,Morris,13,United States,0.0,260608.0,260608.0,0,,9,Chicago,7,Chicago,DIF,,,CB,Grundy Bank,3,Central District,FED,715144,COMMERCIAL LENDING,4,IL,17063,Illinois,0.0,1,60450
