,Unnamed: 0,ADDRESS,ASSET,BKCLASS,CALL,CERT,CHARTER,CHRTAGNN,CHRTAGNT,CITY,CLCODE,CNTRYNA,DENOVO,DEPDOM,DEPSUM,DOCKET,ESCROW,FDICDBS,FDICNAME,FED,FEDNAME,INSAGNT1,INSBRDD,INSBRTS,INSURED,NAMEFULL,OCCDIST,OCCNAME,REGAGNT,RSSDID,SPECDESC,SPECGRP,STALP,STCNTY,STNAME,UNIT,USA,ZIP
7578,76108,79-21 Metropolitan Avenue,437232.0,SB,CALL,30260,STATE,State Agency,STATE,Middle Village,42,,0.0,366326.0,366326.0,5066,,2,New York,2,New York,DIF,,,SA,Cross County Savings Bank,1,Northeast District,FDIC,1007873,MORTGAGE LENDING,5,NY,36081,New York,0.0,1,11379
7579,76111,1725 Sullivan Drive,237611.0,SB,CALL,30270,STATE,State Agency,STATE,Bogalusa,42,,0.0,200758.0,200758.0,5086,,13,Dallas,6,Atlanta,DIF,,,SA,Citizens Savings Bank,5,Southwest District,FDIC,1014376,COMMERCIAL LENDING,4,LA,22117,Louisiana,0.0,1,70427
7581,76116,2313 Phelps Ave.,48463.0,SB,CALL,30291,STATE,State Agency,STATE,Littlefield,41,,0.0,37294.0,37294.0,5117,,13,Dallas,11,Dallas,DIF,,,SA,"First Federal Bank Littlefield, Texas",5,Southwest District,FDIC,14977,AGRICULTURAL,2,TX,48279,Texas,1.0,1,79339
7583,76119,56-18 69th St,1920133.0,SB,CALL,30303,FED,Comptroller of the Currency,OCC,Maspeth,38,,0.0,1229271.0,1229271.0,5138,,2,New York,2,New York,DIF,,,SA,Maspeth Federal Savings and Loan Association,1,Northeast District,OCC,29878,COMMERCIAL LENDING,4,NY,36081,New York,0.0,1,11378
7585,76125,"5055 Wilshire Boulevard, Ste 100",427516.0,SB,CALL,30306,FED,Comptroller of the Currency,OCC,Los Angeles,33,United States,0.0,298400.0,298400.0,5141,,14,San Francisco,12,San Francisco,DIF,,,SA,"Broadway Federal Bank, f.s.b.",4,Midwest District,OCC,26176,COMMERCIAL LENDING,4,CA,6037,California,0.0,1,90036
7586,76126,109 West Second Street,246558.0,SB,CALL,30313,STATE,State Agency,STATE,Kaukauna,41,United States,0.0,193339.0,193339.0,5151,,9,Chicago,7,Chicago,DIF,,,SA,East Wisconsin Savings Bank,3,Central District,FDIC,35879,CONSUMER LENDING,6,WI,55087,Wisconsin,0.0,1,54130
7589,76133,320 E Main St,398664.0,SB,CALL,30315,FED,Comptroller of the Currency,OCC,Lincolnton,34,,0.0,326789.0,326789.0,5153,,5,Atlanta,5,Richmond,DIF,,,SA,First Federal Savings Bank of Lincolnton,1,Northeast District,OCC,42372,MORTGAGE LENDING,5,NC,37109,North Carolina,0.0,1,28092
7590,76136,1212 Charity Street,52591.0,SB,CALL,30332,STATE,State Agency,STATE,Abbeville,42,,0.0,35546.0,35546.0,5179,,13,Dallas,6,Atlanta,DIF,,,SA,Abbeville Building & Loan (A State-Chartered Savings Bank),5,Southwest District,FDIC,114774,COMMERCIAL LENDING,4,LA,22113,Louisiana,1.0,1,70510
7592,76195,400 Rella Boulevard,30183934.0,N,CALL,30337,FED,Comptroller of the Currency,OCC,Montebello,3,United States,0.0,21068381.0,21068381.0,5190,,2,New York,2,New York,DIF,,,CB,Sterling National Bank,1,Northeast District,OCC,125471,COMMERCIAL LENDING,4,NY,36087,New York,0.0,1,10901
7593,76234,122 Jefferson Avenue,67560.0,SB,CALL,30339,FED,Comptroller of the Currency,OCC,Deridder,33,United States,0.0,55797.0,55797.0,5195,,13,Dallas,6,Atlanta,DIF,,,SA,Beauregard FSB,5,Southwest District,OCC,123374,CONSUMER LENDING,6,LA,22011,Louisiana,0.0,1,70634
7596,76237,155 North Street,413543.0,SB,CALL,30350,FED,Comptroller of the Currency,OCC,Bennington,33,United States,0.0,304538.0,304538.0,5214,,2,New York,1,Boston,DIF,,,SA,The Bank of Bennington,1,Northeast District,OCC,133579,MORTGAGE LENDING,5,VT,50003,Vermont,0.0,1,5201
7597,76241,132 S Monroe Street,167109.0,SB,CALL,30357,STATE,State Agency,STATE,Streator,42,,0.0,123695.0,123695.0,5222,,9,Chicago,7,Chicago,DIF,,,SA,Streator Home Savings Bank,3,Central District,FDIC,142179,OTHER < $1 BILLION,7,IL,17099,Illinois,1.0,1,61364
7598,76242,206 West Center Street,56622.0,SB,CALL,30358,FED,Comptroller of the Currency,OCC,Mebane,38,,0.0,43387.0,43387.0,5224,,5,Atlanta,5,Richmond,DIF,,,SA,First Savings and Loan Association,1,Northeast District,OCC,141677,MORTGAGE LENDING,5,NC,37001,North Carolina,1.0,1,27302
7600,76245,4301 Landis Avenue,254343.0,SB,CALL,30367,STATE,State Agency,STATE,Sea Isle City,41,United States,0.0,220855.0,220855.0,5236,,2,New York,3,Philadelphia,DIF,,,SA,1st Bank of Sea Isle City,1,Northeast District,FDIC,148470,MORTGAGE LENDING,5,NJ,34009,New Jersey,0.0,1,8243
7602,76255,1519 Ave Ponce De Leon,12530593.0,NM,CALL,30387,STATE,State Agency,STATE,Santurce,21,Puerto Rico,0.0,9006539.0,9006539.0,5266,,2,New York,2,New York,DIF,,,CB,FirstBank Puerto Rico,1,Northeast District,FDIC,510871,COMMERCIAL LENDING,4,PR,72127,Puerto Rico,0.0,1,909
7603,76313,303 North Main St,100232.0,SL,CALL,30388,STATE,State Agency,STATE,Gunnison,36,,0.0,85514.0,85514.0,5267,,13,Dallas,10,Kansas City,DIF,,,SA,Gunnison Savings and Loan Association,4,Midwest District,FDIC,388874,MORTGAGE LENDING,5,CO,8051,Colorado,0.0,1,81230
7606,76321,75 West 125th Street,574453.0,SB,CALL,30394,FED,Comptroller of the Currency,OCC,New York,33,United States,0.0,482510.0,482510.0,5273,,2,New York,2,New York,DIF,,,SA,Carver Federal Savings Bank,1,Northeast District,OCC,268677,COMMERCIAL LENDING,4,NY,36061,New York,0.0,1,10027
7607,76323,160 N 4th Street,48554.0,SB,CALL,30395,FED,Comptroller of the Currency,OCC,Tecumseh,34,,0.0,35561.0,35561.0,5275,,11,Kansas City,10,Kansas City,DIF,,,SA,Tecumseh Federal Bank,4,Midwest District,OCC,389376,MORTGAGE LENDING,5,NE,31097,Nebraska,1.0,1,68450
7608,76324,2208 West Genesee St,540235.0,SB,CALL,30397,FED,Comptroller of the Currency,OCC,Syracuse,38,,0.0,418015.0,418015.0,5278,,2,New York,2,New York,DIF,,,SA,Geddes Federal Savings and Loan Association,1,Northeast District,OCC,451273,MORTGAGE LENDING,5,NY,36067,New York,1.0,1,13219
7610,76342,3969 Durham Road,2256993.0,SB,CALL,30401,STATE,State Agency,STATE,Doylestown,41,United States,0.0,1626889.0,1626889.0,5285,,2,New York,3,Philadelphia,DIF,,,SA,Penn Community Bank,1,Northeast District,FDIC,328777,COMMERCIAL LENDING,4,PA,42017,Pennsylvania,0.0,1,18902
7611,76351,1179 Route 40,255422.0,SL,CALL,30402,STATE,State Agency,STATE,Pilesgrove,36,,0.0,228644.0,228644.0,5286,,2,New York,3,Philadelphia,DIF,,,SA,Franklin Bank,1,Northeast District,FDIC,574079,MORTGAGE LENDING,5,NJ,34033,New Jersey,0.0,1,8098
7614,76358,1617 E Racine Ave,258396.0,SB,CALL,30422,FED,Comptroller of the Currency,OCC,Waukesha,34,United States,0.0,188910.0,188910.0,5313,,9,Chicago,7,Chicago,DIF,,,SA,First Federal Bank of Wisconsin,3,Central District,OCC,331076,COMMERCIAL LENDING,4,WI,55133,Wisconsin,0.0,1,53186
7616,76364,1376 W. Sherman Avenue,429265.0,SB,CALL,30428,STATE,State Agency,STATE,Vineland,41,United States,0.0,360513.0,360513.0,5322,,2,New York,3,Philadelphia,DIF,,,SA,Century Savings Bank,1,Northeast District,FDIC,392778,MORTGAGE LENDING,5,NJ,34011,New Jersey,0.0,1,8360
7618,76368,255 Main Street,168141.0,SB,CALL,30429,FED,Comptroller of the Currency,OCC,Massena,38,,0.0,117111.0,117111.0,5323,,2,New York,2,New York,DIF,,,SA,Massena Savings and Loan,1,Northeast District,OCC,454975,MORTGAGE LENDING,5,NY,36089,New York,0.0,1,13662
7620,76370,8700 Perry Highway,195863.0,SB,CALL,30431,STATE,State Agency,STATE,Pittsburgh,41,United States,0.0,146816.0,146816.0,5325,,2,New York,4,Cleveland,DIF,,,SA,SSB Bank,1,Northeast District,FDIC,277277,COMMERCIAL LENDING,4,PA,42003,Pennsylvania,0.0,1,15237
7622,76372,126 N Norton Ave,80999.0,SB,CALL,30433,FED,Comptroller of the Currency,OCC,Sylacauga,37,United States,0.0,70336.0,70336.0,5329,,5,Atlanta,6,Atlanta,DIF,,,SA,SouthFirst Bank,5,Southwest District,OCC,455477,MORTGAGE LENDING,5,AL,1121,Alabama,0.0,1,35150
7623,76374,100 South King Street,91946.0,SB,CALL,30434,STATE,State Agency,STATE,Morganton,42,,0.0,55026.0,55026.0,5332,,5,Atlanta,5,Richmond,DIF,,,SA,"Morganton Savings Bank, S.S.B.",1,Northeast District,FDIC,332671,COMMERCIAL LENDING,4,NC,37023,North Carolina,1.0,1,28655
7625,76377,6415 Bridgetown Road,140575.0,SL,CALL,30439,STATE,State Agency,STATE,Cincinnati,35,United States,0.0,114914.0,114914.0,5337,,9,Chicago,4,Cleveland,DIF,,,SA,Eagle Savings Bank,3,Central District,FDIC,278872,MORTGAGE LENDING,5,OH,39061,Ohio,0.0,1,45248
7627,76379,1135 Lake Shore Drive,874998.0,SB,CALL,30441,FED,Comptroller of the Currency,OCC,Lake Charles,38,,0.0,683664.0,683664.0,5339,,13,Dallas,6,Atlanta,DIF,,,SA,First Federal Bank of Louisiana,5,Southwest District,OCC,517674,COMMERCIAL LENDING,4,LA,22019,Louisiana,0.0,1,70601
7628,76395,200 North Adams Avenue,54138.0,SL,CALL,30447,STATE,State Agency,STATE,Rayne,36,,0.0,38185.0,38185.0,5352,,13,Dallas,6,Atlanta,DIF,,,SA,Rayne Building and Loan Association,5,Southwest District,FDIC,518176,OTHER < $1 BILLION,7,LA,22001,Louisiana,1.0,1,70578
7630,76397,2617 Huntingdon Pike,341181.0,SB,CALL,30464,STATE,State Agency,STATE,Huntingdon Valley,41,United States,0.0,278873.0,278873.0,5390,,2,New York,3,Philadelphia,DIF,,,SA,Huntingdon Valley Bank,1,Northeast District,FDIC,582177,MORTGAGE LENDING,5,PA,42091,Pennsylvania,0.0,1,19006
7632,76406,2221 Landmark Place,1687961.0,SB,CALL,30470,STATE,State Agency,STATE,Manasquan,41,United States,0.0,1433755.0,1433755.0,5398,,2,New York,2,New York,DIF,,,SA,Manasquan Bank,1,Northeast District,FDIC,459671,COMMERCIAL LENDING,4,NJ,34025,New Jersey,0.0,1,8736
7633,76413,414 Second Street,37862.0,SB,CALL,30492,FED,Comptroller of the Currency,OCC,Jackson,37,United States,0.0,24753.0,24753.0,5440,,11,Kansas City,9,Minneapolis,DIF,,,SA,Jackson Federal Savings and Loan Association,3,Central District,OCC,291376,ALL OTHER < $1 BILLION,8,MN,27063,Minnesota,1.0,1,56143
7634,76414,15 East Wisconsin Avenue,140614.0,SB,CALL,30516,STATE,State Agency,STATE,Tomahawk,41,United States,0.0,119942.0,119942.0,5484,,9,Chicago,9,Minneapolis,DIF,,,SA,Tomahawk Community Bank S.S.B.,3,Central District,FDIC,465672,COMMERCIAL LENDING,4,WI,55069,Wisconsin,0.0,1,54487
7637,76417,68 W Main St,286117.0,SB,CALL,30519,STATE,State Agency,STATE,Freehold,41,United States,0.0,157388.0,157388.0,5489,,2,New York,2,New York,DIF,,,SA,Freehold Savings Bank,1,Northeast District,FDIC,588478,MORTGAGE LENDING,5,NJ,34025,New Jersey,0.0,1,7728
7639,76421,128 East 4th St,578440.0,SB,CALL,30530,FED,Comptroller of the Currency,OCC,Dunkirk,33,United States,0.0,463388.0,463388.0,5506,,2,New York,2,New York,DIF,,,SA,Lake Shore Savings Bank,1,Northeast District,OCC,301574,COMMERCIAL LENDING,4,NY,36013,New York,0.0,1,14048
7641,76440,920 Peach Street,894968.0,SB,CALL,30544,STATE,State Agency,STATE,Erie,42,,0.0,727323.0,727323.0,5523,,2,New York,4,Cleveland,DIF,,,SA,Marquette Savings Bank,1,Northeast District,FDIC,304173,MORTGAGE LENDING,5,PA,42049,Pennsylvania,0.0,1,16501
7642,76442,322 Main Street,171936.0,SB,CALL,30551,FED,Comptroller of the Currency,OCC,Latrobe,38,,0.0,129388.0,129388.0,5537,,2,New York,4,Cleveland,DIF,,,SA,Westmoreland Federal Savings and Loan Association,1,Northeast District,OCC,188177,OTHER < $1 BILLION,7,PA,42129,Pennsylvania,1.0,1,15650
7643,76443,200 South Main Street,67577.0,SB,CALL,30585,STATE,State Agency,STATE,Mayville,42,,0.0,60224.0,60224.0,5592,,9,Chicago,7,Chicago,DIF,,,SA,Mayville Savings Bank,3,Central District,FDIC,411576,MORTGAGE LENDING,5,WI,55027,Wisconsin,1.0,1,53050
7645,76445,505 Broadway,127314.0,SM,CALL,30595,STATE,State Agency,STATE,Hannibal,13,United States,0.0,113610.0,113610.0,5608,,11,Kansas City,8,St. Louis,DIF,,,CB,F&M Bank and Trust Company,4,Midwest District,FED,413673,COMMERCIAL LENDING,4,MO,29127,Missouri,0.0,1,63401
7646,76447,28 West Broadway Street,95669.0,SB,CALL,30615,FED,Comptroller of the Currency,OCC,Trenton,33,United States,0.0,74837.0,74837.0,5636,,9,Chicago,8,St. Louis,DIF,,,SA,"Tempo Bank, A Federal Savings Bank",3,Central District,OCC,415770,MORTGAGE LENDING,5,IL,17027,Illinois,0.0,1,62293
7648,76449,400 Chestnut Street,8832.0,SB,CALL,30618,STATE,State Agency,STATE,Mount Carmel,42,,0.0,7623.0,7623.0,5641,,9,Chicago,8,St. Louis,DIF,,,SA,Wabash Savings Bank,3,Central District,FDIC,322476,ALL OTHER < $1 BILLION,8,IL,17185,Illinois,1.0,1,62863
7649,76450,205 South Main St,79838.0,SB,CALL,30619,STATE,State Agency,STATE,Abbeville,42,,0.0,58421.0,58421.0,5642,,5,Atlanta,5,Richmond,DIF,,,SA,"Abbeville First Bank, SSB",1,Northeast District,FDIC,416272,ALL OTHER < $1 BILLION,8,SC,45001,South Carolina,0.0,1,29620
7651,76452,233 Main Street,240736.0,SB,CALL,30637,STATE,State Agency,STATE,Greenville,42,,0.0,198399.0,198399.0,5666,,2,New York,4,Cleveland,DIF,,,SA,Greenville Savings Bank,1,Northeast District,FDIC,357777,MORTGAGE LENDING,5,PA,42085,Pennsylvania,0.0,1,16125
7654,76456,411 West Market Street,53075.0,SB,CALL,30656,STATE,State Agency,STATE,Red Bud,42,,0.0,48234.0,48234.0,5696,,9,Chicago,8,St. Louis,DIF,,,SA,North County Savings Bank,3,Central District,FDIC,482370,ALL OTHER < $1 BILLION,8,IL,17157,Illinois,0.0,1,62278
7655,76458,210 W 10th St,70084.0,SB,CALL,30664,FED,Comptroller of the Currency,OCC,Rolla,38,United States,0.0,47769.0,47769.0,5710,,11,Kansas City,8,St. Louis,DIF,,,SA,Central Federal Savings and Loan Association of Rolla,4,Midwest District,OCC,544577,COMMERCIAL LENDING,4,MO,29161,Missouri,1.0,1,65401
7656,76459,106 S. Division Street,308752.0,SB,CALL,30680,FED,Comptroller of the Currency,OCC,Salisbury,38,,0.0,254269.0,254269.0,5740,,2,New York,5,Richmond,DIF,,,SA,First Shore Federal Savings and Loan Association,1,Northeast District,OCC,59370,MORTGAGE LENDING,5,MD,24045,Maryland,0.0,1,21801
7658,76467,225 Reading Road,71541.0,NM,CALL,30688,STATE,State Agency,STATE,Mason,25,,0.0,58116.0,58116.0,5752,,9,Chicago,4,Cleveland,DIF,,,CB,Peoples First Savings Bank,3,Central District,FDIC,363778,MORTGAGE LENDING,5,OH,39165,Ohio,0.0,1,45040
7660,76469,151 Aspinal Ave,144046.0,SL,CALL,30692,STATE,State Agency,STATE,Hagatna,35,Guam,0.0,97568.0,97568.0,5756,,14,San Francisco,12,San Francisco,DIF,,,SA,"BankPacific, Ltd",4,Midwest District,FDIC,364270,CONSUMER LENDING,6,GU,66010,Guam,0.0,1,96910
7663,76479,1430 Madison Street,692691.0,NM,CALL,30698,STATE,State Agency,STATE,Clarksville,21,United States,0.0,568717.0,568717.0,5763,,13,Dallas,6,Atlanta,DIF,,,CB,First Advantage Bank,5,Southwest District,FDIC,62772,COMMERCIAL LENDING,4,TN,47125,Tennessee,0.0,1,37040
7665,76488,400 Somerset Street,632545.0,SB,CALL,30704,STATE,State Agency,STATE,New Brunswick,41,United States,0.0,524393.0,524393.0,5775,,2,New York,2,New York,DIF,,,SA,Magyar Bank,1,Northeast District,FDIC,548771,COMMERCIAL LENDING,4,NJ,34023,New Jersey,0.0,1,8903
7667,76494,221 N 3rd St,161378.0,SL,CALL,30707,STATE,State Agency,STATE,Sterling,35,United States,0.0,125178.0,125178.0,5778,,13,Dallas,10,Kansas City,DIF,,,SA,Equitable Savings and Loan Association,4,Midwest District,FDIC,206473,MORTGAGE LENDING,5,CO,8075,Colorado,0.0,1,80751
7669,76502,"3455 Nogales Street, Suite 105",403075.0,SB,CALL,30722,FED,Comptroller of the Currency,OCC,West Covina,33,United States,0.0,339495.0,339495.0,5801,,14,San Francisco,12,San Francisco,DIF,,,SA,Universal Bank,4,Midwest District,OCC,208570,COMMERCIAL LENDING,4,CA,6037,California,0.0,1,91792
7670,76506,"671 North Glebe Road, 16th Floor",46522802.0,SB,CALL,30746,FED,Comptroller of the Currency,OCC,Arlington,33,United States,0.0,40745948.0,40745948.0,5848,,5,Atlanta,5,Richmond,DIF,,,SA,E*TRADE Bank,1,Northeast District,OCC,370271,MORTGAGE LENDING,5,VA,51013,Virginia,1.0,1,22203
7672,76516,5501 South Broadband Lane,6096413.0,SB,CALL,30776,FED,Comptroller of the Currency,OCC,Sioux Falls,33,United States,0.0,4783593.0,4783593.0,5902,,11,Kansas City,9,Minneapolis,DIF,,,SA,MetaBank,4,Midwest District,OCC,435077,COMMERCIAL LENDING,4,SD,46099,South Dakota,0.0,1,57108
7674,76635,49 Commons Loop,12662847.0,NM,CALL,30788,STATE,State Agency,STATE,Kalispell,21,United States,0.0,9929512.0,9929512.0,5918,,14,San Francisco,9,Minneapolis,DIF,,,CB,Glacier Bank,4,Midwest District,FDIC,2634191,COMMERCIAL LENDING,4,MT,30029,Montana,0.0,1,59901
7676,76683,903 Jackson Ave,308117.0,SB,CALL,30812,FED,Comptroller of the Currency,OCC,Pascagoula,38,,0.0,188433.0,188433.0,5957,,13,Dallas,6,Atlanta,DIF,,,SA,First Federal Savings and Loan Association,5,Southwest District,OCC,90177,MORTGAGE LENDING,5,MS,28059,Mississippi,0.0,1,39567
7678,76686,16 West Franklin Street,539487.0,SM,CALL,30817,STATE,State Agency,STATE,Liberty,13,United States,0.0,466478.0,466478.0,5964,,11,Kansas City,10,Kansas City,DIF,,,CB,BankLiberty,4,Midwest District,FED,379171,COMMERCIAL LENDING,4,MO,29047,Missouri,0.0,1,64068
7680,76700,301 W Main Street,204011.0,SB,CALL,30819,STATE,State Agency,STATE,Salem,42,,0.0,170069.0,170069.0,5968,,9,Chicago,8,St. Louis,DIF,,,SA,Community Partners Savings Bank,3,Central District,FDIC,441078,CONSUMER LENDING,6,IL,17121,Illinois,0.0,1,62881
7681,76703,1000 Bishop Street,2087473.0,SM,CALL,30836,STATE,State Agency,STATE,Honolulu,15,United States,0.0,1680763.0,1680763.0,5991,,14,San Francisco,12,San Francisco,DIF,,,SA,Territorial Savings Bank,4,Midwest District,FED,564977,MORTGAGE LENDING,5,HI,15003,Hawaii,0.0,1,96813
7683,76733,101 North Main St,577107.0,NM,CALL,30846,STATE,State Agency,STATE,Jonesboro,21,United States,0.0,496264.0,496264.0,6005,,5,Atlanta,6,Atlanta,DIF,,,CB,Heritage Bank,5,Southwest District,FDIC,628178,COMMERCIAL LENDING,4,GA,13063,Georgia,0.0,1,30236
7686,76740,353 Bank Drive,226596.0,SB,CALL,30864,STATE,State Agency,STATE,Mchenry,41,United States,0.0,186471.0,186471.0,6031,,9,Chicago,7,Chicago,DIF,,,SA,McHenry Savings Bank,3,Central District,FDIC,446877,ALL OTHER < $1 BILLION,8,IL,17111,Illinois,0.0,1,60050
7687,76742,103 Main Street,104654.0,SL,CALL,30878,STATE,State Agency,STATE,Bar Harbor,36,,0.0,81763.0,81763.0,6049,,2,New York,1,Boston,DIF,,,SA,Bar Harbor Savings and Loan Association,1,Northeast District,FDIC,106676,MORTGAGE LENDING,5,ME,23009,Maine,1.0,1,4609
7689,76754,6570 Magnolia Ave,1084807.0,SB,CALL,30879,FED,Comptroller of the Currency,OCC,Riverside,33,United States,0.0,853904.0,853904.0,6051,,14,San Francisco,12,San Francisco,DIF,,,SA,"Provident Savings Bank, F.S.B.",4,Midwest District,OCC,631570,COMMERCIAL LENDING,4,CA,6065,California,0.0,1,92506
7690,76756,110 North Detroit Street,49807.0,SL,CALL,30889,STATE,State Agency,STATE,West Liberty,36,,0.0,39724.0,39724.0,6068,,9,Chicago,4,Cleveland,DIF,,,SA,The Peoples Savings and Loan Company,3,Central District,FDIC,943273,MORTGAGE LENDING,5,OH,39091,Ohio,0.0,1,43357
7692,76758,100 East English Street,2363674.0,SB,CALL,30895,FED,Comptroller of the Currency,OCC,Wichita,37,United States,0.0,1939754.0,1939754.0,6081,,11,Kansas City,10,Kansas City,DIF,,,SA,Fidelity Bank,4,Midwest District,OCC,762474,COMMERCIAL LENDING,4,KS,20173,Kansas,0.0,1,67202
7695,76787,3035 Leonardtown Road,1754115.0,NM,CALL,30903,STATE,State Agency,STATE,Waldorf,21,United States,0.0,1496638.0,1496638.0,6091,,2,New York,5,Richmond,DIF,,,CB,Community Bank of the Chesapeake,1,Northeast District,FDIC,697978,COMMERCIAL LENDING,4,MD,24017,Maryland,0.0,1,20601
7697,76791,520 South Jefferson St,114469.0,SB,CALL,30943,FED,Comptroller of the Currency,OCC,Wadena,33,United States,0.0,99323.0,99323.0,6149,,11,Kansas City,9,Minneapolis,DIF,,,SA,Mid-Central Federal Savings Bank,3,Central District,OCC,773171,MORTGAGE LENDING,5,MN,27159,Minnesota,0.0,1,56482
7699,76811,4040 El Dorado Road,2151429.0,SB,CALL,30953,FED,Comptroller of the Currency,OCC,Placerville,37,,0.0,1897844.0,1897844.0,6164,,14,San Francisco,12,San Francisco,DIF,,,SA,"El Dorado Savings Bank, F.S.B.",4,Midwest District,OCC,961576,MORTGAGE LENDING,5,CA,6017,California,0.0,1,95667
7701,76829,237 Radcliffe St,87148.0,SB,CALL,30954,STATE,State Agency,STATE,Bristol,42,,0.0,68514.0,68514.0,6167,,2,New York,3,Philadelphia,DIF,,,SA,Fidelity Savings and Loan Association of Bucks Co,1,Northeast District,FDIC,777375,MORTGAGE LENDING,5,PA,42017,Pennsylvania,0.0,1,19007
7702,76830,101 West Main St,106442.0,SB,CALL,30969,FED,Comptroller of the Currency,OCC,Mascoutah,34,,0.0,91944.0,91944.0,6191,,9,Chicago,8,St. Louis,DIF,,,SA,First FSB of Mascoutah,3,Central District,OCC,966272,MORTGAGE LENDING,5,IL,17163,Illinois,0.0,1,62258
7705,76834,42 Church Street,130571.0,SL,CALL,30976,STATE,State Agency,STATE,Gouverneur,35,United States,0.0,82530.0,82530.0,6199,,2,New York,2,New York,DIF,,,SA,Gouverneur Savings and Loan Association,1,Northeast District,FDIC,905673,MORTGAGE LENDING,5,NY,36089,New York,0.0,1,13642
7706,76835,121 Saluda St,119636.0,SL,CALL,30987,STATE,State Agency,STATE,Chester,36,,0.0,90454.0,90454.0,6218,,5,Atlanta,5,Richmond,DIF,,,SA,Spratt Savings Bank,1,Northeast District,FDIC,746979,OTHER < $1 BILLION,7,SC,45023,South Carolina,0.0,1,29706
7708,76837,425 Phillips Boulevard,1170510.0,SB,CALL,30996,FED,Comptroller of the Currency,OCC,Trenton,33,United States,0.0,920239.0,920239.0,6230,,2,New York,3,Philadelphia,DIF,,,SA,Cenlar FSB,1,Northeast District,OCC,934271,MORTGAGE LENDING,5,NJ,34021,New Jersey,1.0,1,8618
7710,76839,1000 East Cook St,334271.0,NM,CALL,31028,STATE,State Agency,STATE,Redwood Falls,21,United States,0.0,276825.0,276825.0,6278,,11,Kansas City,9,Minneapolis,DIF,,,CB,HomeTown  Bank,3,Central District,FDIC,788773,COMMERCIAL LENDING,4,MN,27127,Minnesota,0.0,1,56283
7711,76848,301 South Main Street,189792.0,SB,CALL,31043,STATE,State Agency,STATE,Perryton,41,United States,0.0,166760.0,166760.0,6301,,13,Dallas,11,Dallas,DIF,,,SA,"Interstate Bank, ssb",5,Southwest District,FDIC,791072,COMMERCIAL LENDING,4,TX,48357,Texas,0.0,1,79070
7714,76853,200 E Divine St,187158.0,SB,CALL,31077,FED,Comptroller of the Currency,OCC,Dunn,33,United States,0.0,163317.0,163317.0,6343,,5,Atlanta,5,Richmond,DIF,,,SA,First Federal Bank,1,Northeast District,OCC,943974,COMMERCIAL LENDING,4,NC,37085,North Carolina,0.0,1,28334
7715,76857,3706 Norrisville Road,126824.0,SB,CALL,31083,FED,Comptroller of the Currency,OCC,Jarrettsville,38,,0.0,98838.0,98838.0,6351,,2,New York,5,Richmond,DIF,,,SA,Jarrettsville Federal Savings and Loan Association,1,Northeast District,OCC,613978,MORTGAGE LENDING,5,MD,24025,Maryland,1.0,1,21084
7716,76858,205 E Cedar Rock St,92656.0,SB,CALL,31089,FED,Comptroller of the Currency,OCC,Pickens,37,,0.0,73110.0,73110.0,6359,,5,Atlanta,5,Richmond,DIF,,,SA,"Pickens Savings and Loan Association, FA",1,Northeast District,OCC,884376,ALL OTHER < $1 BILLION,8,SC,45077,South Carolina,1.0,1,29671
7717,76859,600 High Street,34906.0,SB,CALL,31090,FED,Comptroller of the Currency,OCC,Paris,38,,0.0,25383.0,25383.0,6361,,9,Chicago,4,Cleveland,DIF,,,SA,Blue Grass Federal Savings and Loan Association,3,Central District,OCC,617079,MORTGAGE LENDING,5,KY,21017,Kentucky,1.0,1,40361
7719,76866,"238 Richland Avenue, Nw",973257.0,NM,CALL,31100,STATE,State Agency,STATE,Aiken,21,United States,0.0,790684.0,790684.0,6380,,5,Atlanta,5,Richmond,DIF,,,CB,Security Federal Bank,1,Northeast District,FDIC,763677,COMMERCIAL LENDING,4,SC,45003,South Carolina,0.0,1,29801
7720,76876,125 Mountain Road,43510.0,SB,CALL,31109,STATE,State Agency,STATE,Pasadena,42,,0.0,37745.0,37745.0,6390,,2,New York,5,Richmond,DIF,,,SA,North Arundel Savings Bank,1,Northeast District,FDIC,809678,MORTGAGE LENDING,5,MD,24003,Maryland,1.0,1,21122
7722,76880,127 North St,194023.0,SM,CALL,31121,STATE,State Agency,STATE,Elkton,13,United States,0.0,157227.0,157227.0,6420,,2,New York,5,Richmond,DIF,,,CB,Cecil Bank,1,Northeast District,FED,813572,COMMERCIAL LENDING,4,MD,24015,Maryland,0.0,1,21921
7723,76884,"1300 Mcfarland Boulevard, N.E.",133847.0,SB,CALL,31127,FED,Comptroller of the Currency,OCC,Tuscaloosa,33,United States,0.0,96985.0,96985.0,6432,,5,Atlanta,6,Atlanta,DIF,,,SA,"First Federal Bank, A FSB",5,Southwest District,OCC,814074,MORTGAGE LENDING,5,AL,1125,Alabama,0.0,1,35403
7726,76888,306 West Main Street,211483.0,NM,CALL,31146,STATE,State Agency,STATE,Mcminnville,21,United States,0.0,176672.0,176672.0,0,,13,Dallas,6,Atlanta,DIF,,,CB,Security Federal Savings Bank of McMinnville,5,Southwest District,FDIC,631178,COMMERCIAL LENDING,4,TN,47177,Tennessee,0.0,1,37110
